gre_score,test_score_toefl,undergraduation_score,work_ex,papers_published,ranking,status,technical_skills_score,Logical quotient rating,Hours working per day
316.0,106.0,3.2,15.0,3.0,25.0,accept,72.0,3,5
322.0,96.0,3.15,26.0,0.0,25.0,accept,75.5,4,9
327.0,113.0,3.69,30.0,3.0,25.0,accept,76.75,1,4
324.0,105.0,3.31,10.0,0.0,25.0,accept,69.125,4,6
317.0,97.0,2.5,10.0,3.0,25.0,accept,69.125,9,11
318.0,101.0,2.73,40.0,0.0,25.0,accept,75.25,5,4
322.0,112.0,3.7,30.0,0.0,25.0,accept,72.625,4,4
326.0,110.0,3.24,0.0,2.0,25.0,accept,78.375,1,4
319.0,110.0,3.14,10.0,3.0,25.0,accept,76.75,5,4
311.0,110.0,2.49,30.0,0.0,25.0,accept,80.875,8,7
321.0,114.0,3.48,0.0,0.0,25.0,accept,77.625,6,5
321.0,114.0,3.48,0.0,0.0,25.0,accept,71.375,3,9
316.0,100.0,3.05,0.0,0.0,25.0,accept,76.75,6,8
322.0,106.0,2.75,0.0,0.0,25.0,accept,83.25,9,7
319.0,109.0,2.65,0.0,3.0,25.0,accept,84.25,2,8
318.0,115.0,3.2,20.0,0.0,25.0,accept,80.625,9,6
316.0,111.0,3.28,10.0,3.0,25.0,reject,82.875,6,7
316.0,111.0,3.28,10.0,3.0,25.0,reject,76.375,8,11
321.0,106.0,3.65,29.0,3.0,25.0,reject,77.5,2,11
314.0,114.0,3.53,7.0,3.0,25.0,reject,74.375,5,4
320.0,113.0,3.26,2.0,3.0,25.0,reject,83.75,1,9
326.0,110.0,2.92,60.0,0.0,25.0,reject,73.75,3,8
324.0,109.0,3.36,0.0,0.0,25.0,reject,72.75,3,10
300.0,99.0,3.3,30.0,0.0,25.0,reject,71.75,3,6
318.0,99.0,3.05,24.0,0.0,25.0,reject,70.25,4,4
325.0,103.0,2.84,30.0,0.0,25.0,reject,73.0,4,11
312.0,102.0,2.52,30.0,3.0,25.0,reject,75.75,7,4
315.0,104.0,3.48,8.0,0.0,25.0,reject,73.25,4,7
322.0,101.0,2.81,25.0,3.0,25.0,reject,77.5,8,10
321.0,97.0,2.92,27.0,0.0,25.0,reject,80.875,5,12
317.0,96.0,2.98,4.0,0.0,25.0,reject,73.0,7,4
315.0,112.0,2.96,20.0,0.0,25.0,reject,71.0,5,4
325.0,110.0,3.24,13.0,0.0,25.0,reject,75.25,6,11
315.0,111.0,3.0,26.0,0.0,25.0,reject,80.0,6,8
322.0,105.0,3.11,9.0,3.0,25.0,reject,74.375,5,6
315.0,108.0,3.62,1.0,0.0,25.0,reject,77.75,9,7
318.0,0.0,3.39,2.0,0.0,25.0,reject,77.375,5,9
311.0,99.0,3.46,17.0,0.0,25.0,reject,79.5,8,11
311.0,99.0,2.85,11.0,0.0,25.0,reject,71.25,9,12
307.0,102.0,3.39,4.0,0.0,25.0,reject,77.125,6,4
309.0,96.0,3.48,12.0,0.0,25.0,reject,76.125,2,5
319.0,111.0,2.61,44.0,0.0,25.0,reject,81.375,8,11
324.0,114.0,3.26,44.0,3.0,25.0,reject,73.0,1,9
329.0,115.0,3.65,3.0,0.0,25.0,reject,82.875,1,10
317.0,106.0,2.83,15.0,0.0,25.0,reject,78.375,2,11
318.0,102.0,2.8,4.0,0.0,25.0,reject,79.75,2,12
319.0,113.0,1.9,94.0,0.0,25.0,reject,85.75,4,9
318.0,98.0,1.9,21.0,0.0,25.0,reject,77.125,1,10
318.0,102.0,2.92,0.0,0.0,25.0,reject,79.5,2,12
316.0,95.0,3.27,10.0,0.0,25.0,reject,76.375,9,8
321.0,97.0,3.19,19.0,1.0,25.0,reject,76.75,7,4
307.0,114.0,2.63,34.0,0.0,25.0,reject,75.625,5,9
314.0,105.0,3.8,18.0,0.0,25.0,reject,75.625,3,7
305.0,98.0,2.84,2.0,3.0,25.0,reject,86.875,8,7
313.0,102.0,2.86,41.0,0.0,25.0,reject,79.375,5,4
329.0,108.0,3.38,16.0,0.0,25.0,reject,78.375,1,11
315.0,98.0,3.76,6.0,3.0,25.0,reject,77.875,5,12
320.0,103.0,3.59,4.0,0.0,25.0,reject,78.875,4,4
304.0,93.0,3.36,2.0,3.0,25.0,reject,77.75,6,12
323.0,110.0,2.83,0.0,0.0,25.0,reject,71.375,7,8
328.0,106.0,2.84,30.0,0.0,25.0,reject,82.5,8,8
319.0,113.0,3.24,0.0,0.0,25.0,reject,78.75,3,7
318.0,110.0,3.33,0.0,0.0,25.0,reject,76.625,6,7
317.0,102.0,3.5,13.0,0.0,25.0,reject,72.625,5,7
325.0,114.0,3.4,2.0,0.0,25.0,reject,72.625,1,7
324.0,105.0,2.62,1.0,0.0,25.0,reject,73.25,2,6
331.0,115.0,3.36,2.0,0.0,25.0,reject,83.75,8,11
314.0,112.0,2.92,18.0,0.0,25.0,reject,72.0,4,11
314.0,108.0,3.38,17.0,3.0,25.0,reject,74.25,3,8
315.0,109.0,3.28,1.0,0.0,25.0,reject,79.75,7,5
324.0,117.0,3.32,57.0,0.0,25.0,reject,79.125,4,6
318.0,103.0,3.08,22.0,0.0,25.0,reject,77.75,1,7
301.0,92.0,3.04,0.0,0.0,25.0,reject,73.375,1,10
321.0,105.0,2.47,6.0,3.0,25.0,reject,80.75,1,11
325.0,108.0,3.16,2.0,0.0,25.0,reject,75.375,5,7
315.0,95.0,3.52,0.0,0.0,25.0,reject,73.625,3,6
328.0,107.0,2.96,31.0,0.0,25.0,reject,79.0,7,11
320.0,110.0,3.16,7.0,3.0,25.0,reject,78.25,2,9
324.0,110.0,3.64,28.0,0.0,25.0,reject,76.125,7,8
324.0,112.0,2.88,8.0,0.0,25.0,reject,76.125,2,8
324.0,112.0,2.88,8.0,0.0,25.0,reject,83.125,2,4
325.0,113.0,2.62,39.0,3.0,25.0,reject,74.125,6,4
321.0,110.0,1.21,4.0,3.0,25.0,reject,81.375,2,4
314.0,105.0,3.53,15.0,0.0,25.0,reject,77.75,6,12
317.0,111.0,3.65,2.0,0.0,25.0,reject,72.5,8,5
331.0,116.0,2.65,37.0,3.0,25.0,reject,77.25,2,12
310.0,103.0,2.7,20.0,3.0,25.0,reject,71.75,3,10
306.0,101.0,2.1,8.0,0.0,25.0,reject,72.5,6,12
310.0,93.0,3.6,1.0,0.0,25.0,reject,80.375,6,10
320.0,109.0,2.85,12.0,0.0,25.0,reject,72.5,2,6
316.0,114.0,3.34,0.0,0.0,25.0,reject,72.25,5,11
308.0,101.0,3.18,0.0,1.0,25.0,reject,79.0,4,6
317.0,109.0,2.55,0.0,0.0,25.0,reject,84.125,5,5
305.0,114.0,3.2,2.0,0.0,25.0,reject,75.75,5,6
305.0,114.0,3.2,2.0,0.0,25.0,reject,78.75,1,5
328.0,109.0,2.79,15.0,0.0,25.0,reject,74.25,5,8
317.0,110.0,3.69,0.0,3.0,25.0,reject,74.5,3,7
306.0,103.0,2.6,1.0,0.0,25.0,reject,73.875,8,7
311.0,100.0,2.65,31.0,0.0,25.0,reject,77.0,9,6
314.0,0.0,2.95,6.0,0.0,25.0,reject,74.0,2,4
319.0,111.0,2.96,6.0,0.0,25.0,reject,79.625,9,8
330.0,95.0,3.1,60.0,0.0,25.0,reject,81.5,9,9
318.0,95.0,3.14,30.0,0.0,25.0,reject,72.625,3,4
322.0,111.0,2.96,16.0,3.0,25.0,reject,77.75,7,5
307.0,114.0,3.05,0.0,3.0,25.0,reject,68.625,4,8
315.0,108.0,3.18,17.0,3.0,25.0,reject,76.375,9,6
300.0,93.0,3.12,13.0,0.0,25.0,reject,82.375,6,11
328.0,109.0,3.57,6.0,0.0,25.0,reject,75.875,2,9
319.0,98.0,2.45,50.0,0.0,25.0,reject,78.75,2,10
308.0,90.0,3.46,27.0,0.0,25.0,reject,73.25,3,10
307.0,75.0,3.48,11.0,0.0,25.0,reject,73.5,2,10
305.0,101.0,3.32,6.0,0.0,25.0,reject,77.625,7,4
320.0,106.0,2.92,17.0,0.0,25.0,reject,78.5,5,12
313.0,96.0,3.45,0.0,0.0,25.0,reject,77.5,3,7
307.0,88.0,2.38,85.0,0.0,25.0,reject,74.75,9,4
314.0,0.0,3.03,0.0,0.0,25.0,reject,76.25,2,5
326.0,0.0,3.01,32.0,0.0,25.0,reject,77.25,9,11
313.0,107.0,2.88,18.0,0.0,25.0,reject,74.625,8,11
337.0,115.0,2.7,26.0,0.0,25.0,reject,76.625,3,7
337.0,115.0,2.7,26.0,0.0,25.0,reject,69.75,7,11
311.0,103.0,2.8,36.0,0.0,25.0,reject,76.375,1,5
316.0,99.0,2.84,26.0,0.0,25.0,reject,78.0,8,6
318.0,91.0,3.09,28.0,0.0,25.0,reject,80.0,1,11
314.0,111.0,3.33,23.0,0.0,25.0,reject,75.0,3,9
317.0,105.0,3.08,1.0,0.0,25.0,reject,78.875,2,5
320.0,118.0,3.18,31.0,0.0,25.0,reject,76.625,6,6
315.0,0.0,2.84,1.0,0.0,25.0,reject,77.25,4,6
326.0,110.0,3.34,24.0,0.0,25.0,reject,78.5,6,7
318.0,0.0,3.8,0.0,0.0,25.0,reject,73.5,8,4
328.0,0.0,2.25,0.0,0.0,25.0,reject,83.25,3,5
320.0,0.0,3.6,0.0,0.0,25.0,reject,75.5,9,9
323.0,110.0,3.0,29.0,0.0,25.0,reject,76.625,8,10
321.0,106.0,3.4,0.0,0.0,25.0,reject,73.875,1,8
303.0,99.0,3.53,0.0,3.0,25.0,reject,79.0,9,5
330.0,0.0,2.78,8.0,2.0,25.0,reject,78.625,9,10
317.0,95.0,3.24,0.0,0.0,25.0,reject,72.5,4,6
308.0,101.0,3.38,28.0,0.0,25.0,reject,76.375,5,5
316.0,106.0,3.52,16.0,0.0,25.0,reject,72.625,1,8
320.0,0.0,3.04,1.0,2.0,25.0,reject,79.75,7,8
329.0,109.0,3.04,20.0,0.0,25.0,reject,74.75,3,8
315.0,98.0,3.36,1.0,3.0,25.0,reject,86.875,6,4
315.0,108.0,3.13,15.0,3.0,25.0,reject,76.5,8,11
313.0,116.0,2.99,2.0,0.0,25.0,reject,74.625,3,7
314.0,111.0,3.21,0.0,0.0,25.0,reject,74.125,1,7
314.0,111.0,3.21,0.0,0.0,25.0,reject,70.625,3,7
318.0,0.0,3.26,16.0,0.0,25.0,reject,79.25,6,11
325.0,113.0,2.76,12.0,0.0,25.0,reject,75.875,8,9
304.0,91.0,2.91,0.0,3.0,25.0,reject,76.5,3,12
319.0,101.0,3.22,12.0,0.0,25.0,reject,78.875,5,4
304.0,96.0,2.98,0.0,0.0,25.0,reject,72.25,7,11
312.0,102.0,3.2,18.0,0.0,25.0,reject,73.875,9,6
323.0,111.0,3.56,15.0,0.0,25.0,reject,79.375,5,6
312.0,90.0,3.39,33.0,0.0,25.0,reject,80.25,4,8
319.0,97.0,3.42,21.0,0.0,25.0,reject,80.0,7,8
309.0,94.0,2.92,2.0,0.0,25.0,reject,76.0,2,5
312.0,107.0,2.92,60.0,0.0,25.0,reject,74.0,3,6
312.0,85.0,3.3,30.0,0.0,25.0,reject,72.75,6,4
328.0,0.0,2.72,19.0,3.0,25.0,reject,75.875,4,12
318.0,104.0,3.44,40.0,0.0,25.0,reject,70.125,1,6
309.0,93.0,2.85,2.0,3.0,25.0,reject,75.875,1,6
321.0,103.0,2.3,2.0,0.0,25.0,reject,77.25,3,7
320.0,105.0,3.2,1.0,0.0,25.0,reject,67.75,4,4
304.0,87.0,2.25,40.0,0.0,25.0,reject,75.5,2,10
313.0,101.0,2.96,33.0,3.0,25.0,reject,81.125,7,8
316.0,0.0,3.58,0.0,0.0,25.0,reject,79.5,6,7
311.0,91.0,3.47,24.0,3.0,25.0,reject,77.125,4,12
328.0,111.0,2.75,5.0,0.0,25.0,reject,77.75,3,5
318.0,106.0,3.18,28.0,0.0,25.0,reject,79.875,8,4
317.0,109.0,2.69,0.0,3.0,25.0,reject,79.875,7,11
312.0,98.0,3.34,30.0,0.0,25.0,reject,82.0,1,9
323.0,102.0,3.6,4.0,0.0,25.0,reject,77.25,1,9
319.0,0.0,3.32,0.0,3.0,25.0,reject,73.0,1,11
312.0,90.0,2.7,30.0,0.0,25.0,reject,72.5,3,8
320.0,109.0,3.92,12.0,3.0,35.0,accept,73.25,5,10
320.0,109.0,3.92,12.0,3.0,35.0,accept,74.875,6,10
317.0,114.0,3.48,1.0,0.0,35.0,accept,82.75,2,6
315.0,95.0,3.12,24.0,0.0,35.0,accept,78.125,9,11
329.0,114.0,3.25,3.0,0.0,35.0,accept,81.75,1,8
317.0,75.0,3.23,6.0,1.0,35.0,accept,74.0,6,8
324.0,107.0,3.47,36.0,0.0,35.0,accept,86.375,7,6
315.0,106.0,3.24,0.0,0.0,35.0,accept,76.125,5,4
324.0,112.0,3.77,19.0,0.0,35.0,accept,76.25,1,11
320.0,109.0,3.26,9.0,0.0,35.0,accept,76.875,3,6
316.0,109.0,3.75,3.0,3.0,35.0,accept,83.375,8,7
330.0,113.0,2.98,34.0,2.0,35.0,accept,77.5,8,8
315.0,105.0,2.05,33.0,0.0,35.0,accept,75.375,8,4
326.0,105.0,3.16,28.0,3.0,35.0,accept,76.25,4,11
319.0,104.0,3.13,34.0,0.0,35.0,accept,69.375,5,4
322.0,108.0,3.44,0.0,0.0,35.0,accept,73.5,6,11
320.0,109.0,3.92,12.0,3.0,35.0,accept,77.125,2,7
320.0,109.0,3.92,12.0,3.0,35.0,accept,73.0,6,11
315.0,95.0,3.12,24.0,0.0,35.0,accept,72.25,1,12
329.0,114.0,3.25,3.0,0.0,35.0,accept,79.875,4,6
320.0,75.0,3.24,12.0,0.0,35.0,accept,74.0,8,12
324.0,107.0,3.47,36.0,0.0,35.0,accept,75.0,7,11
315.0,106.0,3.24,0.0,0.0,35.0,accept,75.0,2,7
324.0,112.0,3.77,19.0,0.0,35.0,accept,74.875,1,12
327.0,109.0,3.46,14.0,0.0,35.0,accept,79.875,8,6
316.0,109.0,3.75,3.0,3.0,35.0,accept,77.875,4,8
330.0,113.0,2.98,34.0,2.0,35.0,accept,75.75,4,10
315.0,105.0,2.05,33.0,0.0,35.0,accept,71.125,6,4
334.0,120.0,3.54,1.0,3.0,35.0,accept,77.5,4,9
319.0,104.0,3.13,34.0,0.0,35.0,accept,76.0,8,12
322.0,108.0,3.44,0.0,0.0,35.0,accept,79.0,7,8
325.0,109.0,3.38,24.0,3.0,35.0,accept,75.125,7,10
318.0,111.0,3.48,22.0,0.0,35.0,accept,79.25,3,4
334.0,108.0,2.96,26.0,0.0,35.0,accept,77.75,4,12
326.0,111.0,3.35,6.0,0.0,35.0,accept,81.5,9,7
329.0,114.0,3.59,40.0,3.0,35.0,accept,77.875,6,12
328.0,109.0,3.64,0.0,0.0,35.0,accept,75.125,6,8
320.0,105.0,3.66,2.0,0.0,35.0,accept,71.375,6,6
323.0,110.0,3.28,26.0,0.0,35.0,accept,83.25,1,11
331.0,116.0,2.65,37.0,3.0,35.0,accept,80.125,8,11
321.0,119.0,3.0,3.0,0.0,35.0,accept,78.125,6,6
325.0,107.0,2.85,9.0,0.0,35.0,accept,80.25,8,5
304.0,100.0,3.88,28.0,3.0,35.0,accept,77.25,7,11
318.0,108.0,2.77,15.0,3.0,35.0,accept,76.75,5,4
324.0,109.0,3.68,13.0,0.0,35.0,accept,69.75,7,4
315.0,109.0,3.05,37.0,0.0,35.0,accept,77.125,4,11
325.0,105.0,2.98,40.0,0.0,35.0,accept,77.875,8,10
322.0,103.0,3.08,20.0,3.0,35.0,accept,72.5,6,10
311.0,75.0,3.8,0.0,3.0,35.0,accept,75.0,3,7
323.0,105.0,2.85,52.0,0.0,35.0,accept,75.0,8,6
312.0,105.0,3.48,45.0,0.0,35.0,accept,83.75,1,9
326.0,111.0,3.73,6.0,0.0,35.0,accept,80.125,2,12
321.0,105.0,3.39,36.0,0.0,35.0,accept,75.375,7,7
317.0,107.0,3.64,41.0,0.0,35.0,accept,80.125,6,4
316.0,93.0,2.98,0.0,0.0,35.0,accept,73.375,7,12
317.0,103.0,2.28,21.0,0.0,35.0,accept,75.875,7,7
315.0,75.0,3.43,16.0,0.0,35.0,accept,78.375,2,12
325.0,111.0,3.43,2.0,0.0,35.0,accept,71.5,8,11
317.0,111.0,3.44,36.0,0.0,35.0,accept,74.625,9,8
324.0,117.0,3.32,57.0,0.0,35.0,accept,75.625,6,12
318.0,99.0,3.05,24.0,0.0,35.0,accept,80.0,2,5
311.0,96.0,3.08,24.0,3.0,35.0,accept,72.5,6,11
315.0,106.0,3.76,4.0,0.0,35.0,accept,77.0,9,6
310.0,105.0,3.88,60.0,0.0,35.0,accept,80.5,1,12
310.0,105.0,3.88,60.0,0.0,35.0,accept,74.125,7,8
322.0,109.0,3.2,8.0,0.0,35.0,accept,73.5,3,12
321.0,105.0,3.7,18.0,3.0,35.0,accept,76.0,7,7
314.0,108.0,3.08,60.0,0.0,35.0,accept,77.375,5,9
322.0,100.0,3.54,12.0,3.0,35.0,accept,70.625,5,8
323.0,107.0,2.76,0.0,0.0,35.0,accept,76.375,9,4
315.0,101.0,3.6,0.0,0.0,35.0,accept,83.75,5,6
324.0,105.0,3.45,28.0,0.0,35.0,accept,77.0,1,11
314.0,93.0,3.04,21.0,0.0,35.0,accept,69.625,9,6
319.0,96.0,3.61,2.0,3.0,35.0,accept,74.375,7,11
321.0,103.0,3.46,38.0,0.0,35.0,accept,74.125,6,12
320.0,107.0,2.5,0.0,3.0,35.0,accept,69.5,8,12
317.0,102.0,3.04,29.0,0.0,35.0,accept,71.75,1,12
321.0,93.0,3.48,2.0,0.0,35.0,accept,77.0,6,5
316.0,94.0,3.09,6.0,0.0,35.0,accept,75.625,9,5
317.0,101.0,2.75,31.0,3.0,35.0,accept,77.125,6,12
317.0,102.0,3.5,13.0,0.0,35.0,accept,78.625,8,9
317.0,102.0,3.5,13.0,0.0,35.0,accept,79.5,3,7
324.0,99.0,3.24,18.0,0.0,35.0,accept,76.0,3,9
319.0,105.0,3.4,21.0,3.0,35.0,accept,78.5,6,9
318.0,113.0,3.5,33.0,2.0,35.0,accept,78.5,8,6
324.0,104.0,3.31,30.0,0.0,35.0,accept,81.375,3,7
319.0,75.0,2.5,13.0,0.0,35.0,accept,77.0,2,5
314.0,98.0,3.08,53.0,2.0,35.0,accept,71.0,8,5
310.0,106.0,3.14,60.0,0.0,35.0,accept,77.0,1,7
311.0,101.0,3.36,17.0,0.0,35.0,accept,78.375,2,4
321.0,104.0,3.52,10.0,3.0,35.0,accept,78.0,9,6
321.0,112.0,3.36,5.0,2.0,35.0,accept,76.375,1,8
313.0,106.0,3.53,0.0,0.0,35.0,accept,79.75,7,11
326.0,114.0,3.36,15.0,0.0,35.0,accept,85.0,5,7
318.0,106.0,2.82,6.0,0.0,35.0,accept,76.5,8,8
329.0,106.0,3.4,3.0,0.0,35.0,accept,73.25,9,9
309.0,96.0,3.48,12.0,0.0,35.0,accept,80.5,8,6
323.0,109.0,3.48,33.0,0.0,35.0,accept,73.75,4,5
323.0,109.0,3.48,33.0,0.0,35.0,accept,78.875,9,4
328.0,110.0,3.39,6.0,0.0,35.0,accept,71.375,5,10
315.0,99.0,3.64,0.0,0.0,35.0,accept,78.625,6,5
329.0,118.0,3.38,15.0,0.0,35.0,accept,76.75,1,10
313.0,75.0,3.35,21.0,2.0,35.0,accept,74.75,3,10
319.0,115.0,3.65,2.0,3.0,35.0,accept,76.875,6,7
323.0,106.0,2.8,5.0,0.0,35.0,accept,74.5,6,11
310.0,99.0,3.61,3.0,0.0,35.0,accept,75.125,7,4
325.0,111.0,3.75,16.0,0.0,35.0,accept,82.5,2,7
323.0,116.0,3.44,20.0,0.0,35.0,accept,70.375,9,4
322.0,110.0,3.52,32.0,0.0,35.0,accept,78.5,9,11
318.0,112.0,3.66,36.0,3.0,35.0,accept,78.625,1,10
319.0,102.0,3.68,45.0,0.0,35.0,accept,74.875,7,5
327.0,110.0,2.72,64.0,0.0,35.0,accept,74.125,6,5
326.0,110.0,2.92,60.0,0.0,35.0,accept,69.25,2,12
329.0,109.0,3.48,2.0,3.0,35.0,accept,77.375,2,6
317.0,96.0,3.64,6.0,0.0,35.0,accept,74.0,9,5
312.0,100.0,2.75,7.0,3.0,35.0,accept,85.5,9,11
314.0,103.0,3.56,17.0,3.0,35.0,accept,78.25,9,9
318.0,108.0,3.76,28.0,2.0,35.0,accept,72.125,4,10
325.0,114.0,3.69,34.0,3.0,35.0,accept,83.5,4,5
319.0,107.0,3.37,0.0,0.0,35.0,accept,77.5,8,9
317.0,113.0,3.66,30.0,1.0,35.0,accept,79.625,5,4
318.0,103.0,2.98,20.0,0.0,35.0,accept,76.25,2,11
328.0,109.0,3.26,9.0,2.0,35.0,accept,84.75,2,7
325.0,112.0,3.62,5.0,0.0,35.0,accept,78.625,5,11
325.0,113.0,3.72,9.0,0.0,35.0,accept,77.25,5,9
326.0,117.0,2.8,6.0,0.0,35.0,accept,79.125,2,5
330.0,105.0,3.75,3.0,3.0,35.0,accept,75.75,7,9
319.0,110.0,3.69,34.0,3.0,35.0,accept,82.125,3,5
325.0,113.0,2.62,39.0,3.0,35.0,accept,68.875,2,6
322.0,107.0,3.51,0.0,0.0,35.0,accept,76.25,1,8
323.0,106.0,3.64,19.0,0.0,35.0,accept,79.375,3,6
322.0,105.0,3.17,25.0,2.0,35.0,accept,74.625,7,4
318.0,100.0,3.08,14.0,0.0,35.0,accept,79.25,9,6
323.0,106.0,3.26,19.0,3.0,35.0,accept,71.125,8,12
323.0,110.0,3.32,9.0,0.0,35.0,accept,78.375,6,10
320.0,102.0,3.37,9.0,3.0,35.0,accept,75.125,2,5
332.0,114.0,3.28,32.0,2.0,35.0,accept,73.5,2,6
321.0,107.0,3.7,27.0,0.0,35.0,accept,79.5,4,6
314.0,104.0,3.9,26.0,2.0,35.0,accept,72.5,9,11
327.0,108.0,3.28,29.0,0.0,35.0,accept,75.0,7,11
312.0,0.0,3.28,0.0,0.0,35.0,accept,76.0,7,8
324.0,105.0,3.65,6.0,3.0,35.0,accept,81.5,8,9
326.0,116.0,3.52,3.0,0.0,35.0,accept,69.125,2,6
329.0,110.0,3.52,60.0,0.0,35.0,accept,78.375,2,6
324.0,103.0,3.32,46.0,0.0,35.0,accept,73.125,8,7
324.0,103.0,3.32,46.0,0.0,35.0,accept,78.0,1,6
322.0,110.0,3.46,18.0,3.0,35.0,accept,73.75,2,5
319.0,103.0,2.86,40.0,0.0,35.0,accept,82.25,2,6
324.0,109.0,3.36,0.0,0.0,35.0,accept,79.0,2,7
320.0,116.0,3.88,32.0,3.0,35.0,accept,79.875,2,7
319.0,109.0,3.19,27.0,0.0,35.0,accept,77.75,9,8
324.0,100.0,3.37,37.0,0.0,35.0,accept,71.75,7,10
313.0,105.0,3.48,1.0,3.0,35.0,accept,76.375,3,4
317.0,101.0,3.47,32.0,0.0,35.0,accept,77.875,4,4
324.0,104.0,2.89,43.0,0.0,35.0,accept,77.875,8,12
323.0,116.0,3.52,25.0,0.0,35.0,accept,78.875,4,6
327.0,104.0,3.53,18.0,0.0,35.0,accept,77.5,8,9
327.0,117.0,3.28,17.0,0.0,35.0,accept,81.5,7,5
321.0,97.0,3.12,3.0,0.0,35.0,accept,85.375,3,12
311.0,101.0,3.66,18.0,3.0,35.0,accept,69.125,4,6
313.0,117.0,3.63,32.0,3.0,35.0,accept,78.0,8,6
325.0,115.0,3.74,20.0,0.0,35.0,accept,75.75,9,12
325.0,115.0,3.74,20.0,0.0,35.0,accept,70.875,8,11
320.0,113.0,2.7,82.0,0.0,35.0,accept,75.0,2,12
324.0,111.0,3.3,26.0,2.0,35.0,accept,73.0,8,9
325.0,114.0,3.48,1.0,0.0,35.0,accept,72.25,5,6
333.0,112.0,3.34,52.0,0.0,35.0,accept,69.875,4,10
319.0,104.0,3.66,15.0,0.0,35.0,accept,77.75,3,6
322.0,113.0,3.76,16.0,3.0,35.0,accept,72.75,6,5
317.0,106.0,2.83,15.0,0.0,35.0,accept,73.25,6,8
328.0,114.0,3.48,20.0,3.0,35.0,accept,76.375,8,5
320.0,99.0,3.3,25.0,3.0,35.0,accept,79.5,9,5
318.0,100.0,2.72,30.0,0.0,35.0,accept,76.875,2,12
316.0,104.0,3.68,20.0,3.0,35.0,accept,76.25,8,7
327.0,114.0,3.04,18.0,0.0,35.0,accept,74.875,3,7
325.0,118.0,3.54,6.0,3.0,35.0,accept,73.625,4,11
325.0,114.0,2.96,27.0,0.0,35.0,accept,73.75,9,11
321.0,115.0,3.55,23.0,0.0,35.0,accept,78.625,7,4
323.0,100.0,3.46,29.0,3.0,35.0,accept,78.75,5,12
323.0,100.0,3.46,29.0,3.0,35.0,accept,73.75,1,6
323.0,75.0,3.55,1.0,3.0,35.0,accept,77.625,8,4
324.0,106.0,3.44,10.0,0.0,35.0,accept,74.875,4,4
318.0,110.0,3.37,48.0,0.0,35.0,accept,78.125,7,9
330.0,117.0,3.5,18.0,0.0,35.0,accept,78.125,6,12
310.0,91.0,3.2,0.0,0.0,35.0,accept,80.125,5,8
322.0,109.0,3.0,20.0,3.0,35.0,accept,76.875,3,12
314.0,104.0,3.75,15.0,3.0,35.0,accept,82.75,9,5
321.0,103.0,3.53,1.0,3.0,35.0,accept,75.25,7,11
318.0,117.0,3.66,0.0,0.0,35.0,accept,75.875,9,12
332.0,114.0,3.4,24.0,0.0,35.0,accept,77.25,6,11
332.0,116.0,3.16,2.0,0.0,35.0,accept,79.375,2,8
317.0,114.0,3.88,5.0,0.0,35.0,accept,76.75,7,8
316.0,107.0,3.6,27.0,0.0,35.0,accept,77.0,4,10
325.0,115.0,3.67,15.0,0.0,35.0,accept,83.375,4,6
311.0,99.0,3.46,17.0,0.0,35.0,accept,77.375,4,9
323.0,118.0,3.72,1.0,3.0,35.0,accept,78.375,5,10
320.0,105.0,3.05,28.0,0.0,35.0,accept,78.125,3,4
313.0,104.0,3.8,42.0,0.0,35.0,accept,76.875,4,12
317.0,95.0,2.89,20.0,0.0,35.0,accept,76.25,2,5
316.0,106.0,3.88,6.0,0.0,35.0,accept,82.0,8,10
326.0,111.0,3.26,1.0,3.0,35.0,accept,80.625,7,7
317.0,112.0,3.6,27.0,3.0,35.0,accept,73.125,5,5
316.0,105.0,3.91,39.0,0.0,35.0,accept,79.25,5,5
321.0,106.0,3.65,29.0,3.0,35.0,accept,71.0,2,7
321.0,0.0,3.6,6.0,0.0,35.0,accept,75.125,4,10
319.0,106.0,3.56,29.0,0.0,35.0,accept,76.5,3,10
315.0,105.0,2.72,29.0,0.0,35.0,accept,78.5,3,11
333.0,114.0,3.61,2.0,0.0,35.0,accept,83.375,8,12
315.0,103.0,3.62,21.0,0.0,35.0,accept,73.75,4,4
317.0,111.0,3.65,2.0,0.0,35.0,accept,77.75,9,12
319.0,111.0,3.52,90.0,0.0,35.0,accept,74.625,2,6
315.0,113.0,3.65,6.0,2.0,35.0,accept,72.625,7,10
322.0,113.0,3.15,44.0,0.0,35.0,accept,79.75,2,8
333.0,114.0,3.82,0.0,0.0,35.0,accept,74.625,3,10
326.0,111.0,3.4,0.0,0.0,35.0,accept,83.75,1,6
325.0,106.0,2.65,8.0,3.0,35.0,accept,79.375,8,8
325.0,110.0,3.44,33.0,0.0,35.0,accept,74.625,6,5
320.0,109.0,3.92,8.0,3.0,35.0,accept,76.875,6,12
321.0,112.0,3.8,43.0,3.0,35.0,accept,76.375,4,11
319.0,105.0,3.41,27.0,0.0,35.0,accept,75.875,1,10
325.0,115.0,3.48,5.0,0.0,35.0,accept,81.75,7,12
322.0,108.0,3.56,20.0,0.0,35.0,accept,77.625,5,8
312.0,106.0,3.48,32.0,3.0,35.0,accept,82.5,4,9
327.0,110.0,3.42,32.0,0.0,35.0,accept,77.25,7,9
315.0,108.0,3.62,1.0,0.0,35.0,accept,79.125,5,5
